complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP02538,2022-12-19,Road construction work started 15 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Pune,2,25,0,phone
CMP02539,2023-04-02,Waste collection vehicle has not come for 17 days. Residents dumping on road.,Sanitation,Neutral,Mumbai,2,45,1,phone
CMP02540,2023-02-16,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Ahmedabad,3,29,0,online
CMP02541,2023-07-12,Road construction work started 17 months ago but still incomplete. Causing major traffic.,Roads,Negative,Kolkata,3,19,0,phone
CMP02542,2022-11-06,Ambulance took 8 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Chennai,3,26,1,phone
CMP02543,2023-11-28,Waste collection vehicle has not come for 8 days. Residents dumping on road.,Sanitation,Critical/Urgent,Mumbai,5,2,1,walk-in
CMP02544,2022-07-10,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Chennai,4,33,0,online
CMP02545,2022-09-26,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Kolkata,1,2,0,walk-in
CMP02546,2022-01-23,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Hyderabad,2,25,0,online
CMP02547,2023-02-16,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Hyderabad,5,2,0,phone
CMP02548,2022-03-01,Ambulance took 26 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Ahmedabad,4,22,0,app
CMP02549,2023-08-16,There is no water supply in our area for the past 10 days. Residents are suffering badly.,Water,Critical/Urgent,Mumbai,5,2,1,phone
CMP02550,2022-01-21,A transformer on SV Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Critical/Urgent,Mumbai,5,9,0,walk-in
CMP02551,2023-11-25,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Kolkata,4,34,0,walk-in
CMP02552,2022-05-19,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Mumbai,2,32,0,online
CMP02553,2023-07-21,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Mumbai,3,1,1,online
CMP02554,2023-02-22,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Hyderabad,3,7,0,walk-in
CMP02555,2022-04-16,Road construction work started 16 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Ahmedabad,2,39,0,walk-in
CMP02556,2023-06-23,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Critical/Urgent,Bengaluru,5,7,0,online
CMP02557,2023-05-21,Our colony has not received clean drinking water since 22 days. This is unacceptable.,Water,Negative,Pune,4,13,0,online
CMP02558,2022-03-20,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Kolkata,3,40,0,app
CMP02559,2022-09-06,Bus frequency on route 42A reduced drastically. Commuters waiting 26 hours daily.,Transport,Neutral,Kolkata,2,44,0,app
CMP02560,2023-12-13,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Ahmedabad,4,16,0,phone
CMP02561,2022-11-26,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Pune,3,7,1,app
CMP02562,2023-03-08,Water pipe has burst on Brigade Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Delhi,4,7,0,phone
CMP02563,2023-01-02,Garbage not collected for 5 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Critical/Urgent,Chennai,5,2,0,app
CMP02564,2022-02-23,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Hyderabad,2,1,1,walk-in
CMP02565,2023-12-14,Metro station lift not working for 26 weeks. Elderly and disabled unable to use.,Transport,Positive,Chennai,1,24,1,phone
CMP02566,2023-04-17,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Kolkata,3,41,0,app
CMP02567,2022-03-10,Medicines not available at government dispensary for 15 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Hyderabad,5,4,1,phone
CMP02568,2023-05-06,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Hyderabad,3,19,0,phone
CMP02569,2022-10-04,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,45,0,online
CMP02570,2022-11-12,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Bengaluru,5,2,0,app
CMP02571,2023-11-17,Speed breakers on Anna Salai are unmarked and causing serious accidents at night.,Roads,Negative,Bengaluru,3,11,0,phone
CMP02572,2022-12-26,Teacher absent without any substitute for 2 days. No learning happening for children.,Education,Critical/Urgent,Mumbai,5,2,1,online
CMP02573,2022-11-13,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Kolkata,3,23,0,online
CMP02574,2022-11-04,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Critical/Urgent,Pune,5,2,0,phone
CMP02575,2023-01-28,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Pune,4,40,0,phone
CMP02576,2023-12-30,Ambulance took 3 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Ahmedabad,4,28,1,phone
CMP02577,2023-07-05,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Ahmedabad,2,6,0,online
CMP02578,2022-11-09,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Delhi,3,18,0,app
CMP02579,2022-10-04,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Critical/Urgent,Ahmedabad,5,4,0,app
CMP02580,2022-04-15,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Ahmedabad,4,28,0,online
CMP02581,2022-06-29,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Chennai,2,16,0,walk-in
CMP02582,2023-04-06,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Chennai,2,14,0,online
CMP02583,2023-05-07,Metro station lift not working for 7 weeks. Elderly and disabled unable to use.,Transport,Neutral,Bengaluru,2,16,1,walk-in
CMP02584,2023-02-19,Road construction work started 8 months ago but still incomplete. Causing major traffic.,Roads,Negative,Pune,4,3,0,walk-in
CMP02585,2022-05-20,Our colony has not received clean drinking water since 2 days. This is unacceptable.,Water,Negative,Kolkata,4,14,0,app
CMP02586,2023-04-06,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Chennai,4,30,0,walk-in
CMP02587,2022-03-29,Medicines not available at government dispensary for 16 weeks. Patients suffering badly.,Healthcare,Negative,Chennai,3,40,1,online
CMP02588,2022-04-16,There is no water supply in our area for the past 26 days. Residents are suffering badly.,Water,Negative,Pune,4,26,1,app
CMP02589,2022-03-20,Waste collection vehicle has not come for 25 days. Residents dumping on road.,Sanitation,Critical/Urgent,Ahmedabad,5,1,0,walk-in
CMP02590,2023-12-12,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Hyderabad,5,6,1,app
CMP02591,2023-02-23,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Hyderabad,4,32,0,app
CMP02592,2022-03-15,Water pipe has burst on Anna Salai and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Kolkata,2,45,0,app
CMP02593,2022-12-05,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Neutral,Bengaluru,2,44,0,app
CMP02594,2022-11-05,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Mumbai,5,7,0,app
CMP02595,2023-11-19,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Ahmedabad,2,13,0,app
CMP02596,2023-03-26,"Power cut in our area since 25 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Ahmedabad,3,39,0,online
CMP02597,2023-12-27,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Kolkata,3,30,0,walk-in
CMP02598,2022-05-31,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Bengaluru,4,13,1,phone
CMP02599,2023-06-05,Speed breakers on Anna Salai are unmarked and causing serious accidents at night.,Roads,Negative,Ahmedabad,4,16,0,online
CMP02600,2023-03-27,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Negative,Ahmedabad,4,6,1,online
CMP02601,2022-10-14,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Pune,5,8,1,walk-in
CMP02602,2023-02-06,No electricity for 30 hours during peak summer. Elderly patients are in critical condition.,Electricity,Critical/Urgent,Kolkata,5,9,0,online
CMP02603,2023-01-19,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Chennai,1,44,0,phone
CMP02604,2023-04-02,Road construction work started 6 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Kolkata,2,17,0,phone
CMP02605,2022-10-16,Waste collection vehicle has not come for 16 days. Residents dumping on road.,Sanitation,Neutral,Bengaluru,2,17,0,online
CMP02606,2023-09-04,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Kolkata,4,23,0,app
CMP02607,2023-10-30,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Hyderabad,5,1,0,online
CMP02608,2023-02-23,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Critical/Urgent,Pune,5,7,0,phone
CMP02609,2023-06-22,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Pune,5,7,0,phone
CMP02610,2022-02-02,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Bengaluru,2,3,0,walk-in
CMP02611,2022-11-12,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Pune,5,7,0,online
CMP02612,2023-07-15,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Mumbai,2,44,0,phone
CMP02613,2022-11-16,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Chennai,3,31,1,walk-in
CMP02614,2023-04-18,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Ahmedabad,4,26,1,phone
CMP02615,2023-02-18,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Pune,4,39,0,online
CMP02616,2022-01-04,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Negative,Delhi,3,37,0,walk-in
CMP02617,2023-05-08,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Hyderabad,5,10,1,phone
CMP02618,2022-04-01,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Ahmedabad,3,25,0,app
CMP02619,2023-04-10,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Pune,4,11,0,walk-in
CMP02620,2022-12-02,Speed breakers on Hosur Road are unmarked and causing serious accidents at night.,Roads,Neutral,Chennai,2,19,0,online
CMP02621,2023-01-01,Ambulance took 25 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Mumbai,3,35,1,walk-in
CMP02622,2022-04-03,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Hyderabad,2,24,0,phone
CMP02623,2022-11-22,Water pipe has burst on Park Street and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Mumbai,4,23,0,app
CMP02624,2022-12-18,Ambulance took 24 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Bengaluru,5,10,0,online
CMP02625,2023-04-17,No electricity for 12 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Pune,4,40,0,phone
CMP02626,2023-06-30,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Negative,Mumbai,4,36,0,online
CMP02627,2022-07-13,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Chennai,2,9,0,app
CMP02628,2022-09-05,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Bengaluru,2,38,0,phone
CMP02629,2022-03-31,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Chennai,3,26,0,phone
CMP02630,2022-02-25,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Mumbai,5,6,0,online
CMP02631,2023-03-28,"Power cut in our area since 27 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Mumbai,4,43,0,online
CMP02632,2022-11-24,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Kolkata,2,27,1,phone
CMP02633,2022-05-25,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Ahmedabad,3,40,0,app
CMP02634,2022-01-24,"Power cut in our area since 15 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Ahmedabad,3,7,1,walk-in
CMP02635,2023-11-12,Medicines not available at government dispensary for 2 weeks. Patients suffering badly.,Healthcare,Negative,Chennai,3,9,0,walk-in
CMP02636,2023-10-11,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Kolkata,2,23,1,phone
CMP02637,2023-06-26,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Hyderabad,5,5,1,online
CMP02638,2023-11-09,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Pune,3,32,0,phone
CMP02639,2022-02-17,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Negative,Kolkata,3,18,0,walk-in
CMP02640,2022-05-29,Ambulance took 10 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Pune,3,6,0,app
CMP02641,2023-10-09,"Power cut in our area since 12 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Ahmedabad,5,1,1,online
CMP02642,2023-01-03,Road on Hosur Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Chennai,4,31,0,walk-in
CMP02643,2022-03-27,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Pune,4,28,1,app
CMP02644,2022-05-18,"Power cut in our area since 5 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Hyderabad,4,33,1,walk-in
CMP02645,2022-07-30,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Ahmedabad,3,43,0,walk-in
CMP02646,2022-04-01,Ambulance took 30 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Mumbai,5,4,1,online
CMP02647,2022-03-23,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Bengaluru,2,14,0,phone
CMP02648,2023-07-28,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Delhi,3,37,0,app
CMP02649,2022-08-27,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Chennai,4,29,0,phone
CMP02650,2023-05-01,Metro station lift not working for 30 weeks. Elderly and disabled unable to use.,Transport,Positive,Hyderabad,1,41,0,app
CMP02651,2023-07-24,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Chennai,5,9,1,walk-in
CMP02652,2023-01-12,Teacher absent without any substitute for 14 days. No learning happening for children.,Education,Neutral,Delhi,2,11,0,online
CMP02653,2023-01-18,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Hyderabad,2,3,1,app
CMP02654,2023-10-17,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Kolkata,2,33,0,walk-in
CMP02655,2023-08-12,Road construction work started 27 months ago but still incomplete. Causing major traffic.,Roads,Negative,Pune,4,37,1,app
CMP02656,2022-03-25,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Kolkata,5,6,0,app
CMP02657,2022-10-11,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Mumbai,1,44,0,app
CMP02658,2022-11-27,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Mumbai,1,42,0,walk-in
CMP02659,2022-12-31,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Pune,2,5,0,walk-in
CMP02660,2022-09-01,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Bengaluru,2,4,0,app
CMP02661,2022-03-29,Ambulance took 3 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Pune,3,37,1,phone
CMP02662,2022-11-09,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Delhi,3,31,1,walk-in
CMP02663,2022-03-26,Bus frequency on route 15C reduced drastically. Commuters waiting 20 hours daily.,Transport,Neutral,Bengaluru,2,18,0,phone
CMP02664,2023-03-26,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Hyderabad,3,24,1,walk-in
CMP02665,2022-10-07,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Ahmedabad,5,1,0,phone
CMP02666,2023-05-12,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Chennai,1,26,0,walk-in
CMP02667,2023-02-09,"Power cut in our area since 22 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Chennai,5,10,0,online
CMP02668,2023-10-04,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Delhi,1,33,0,online
CMP02669,2023-07-25,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Hyderabad,5,1,1,walk-in
CMP02670,2023-01-31,Road construction work started 19 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Delhi,2,27,0,phone
CMP02671,2022-10-23,Metro station lift not working for 14 weeks. Elderly and disabled unable to use.,Transport,Neutral,Ahmedabad,2,1,1,online
CMP02672,2023-04-13,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Kolkata,3,24,0,online
CMP02673,2022-12-14,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Hyderabad,3,44,0,walk-in
CMP02674,2022-10-06,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Negative,Kolkata,4,29,1,app
CMP02675,2022-11-30,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Chennai,4,40,0,phone
CMP02676,2022-04-15,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Pune,4,27,0,phone
CMP02677,2023-05-14,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Critical/Urgent,Ahmedabad,5,4,0,online
CMP02678,2023-11-11,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Bengaluru,3,8,0,app
CMP02679,2023-09-22,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Chennai,4,16,0,app
CMP02680,2023-04-25,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Pune,5,7,0,online
CMP02681,2023-07-01,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Pune,4,42,0,walk-in
CMP02682,2023-07-04,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Pune,5,6,0,online
CMP02683,2023-01-06,Teacher absent without any substitute for 17 days. No learning happening for children.,Education,Critical/Urgent,Mumbai,5,7,1,online
CMP02684,2023-02-25,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Delhi,5,4,0,app
CMP02685,2023-02-15,Garbage not collected for 11 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Kolkata,4,41,0,app
CMP02686,2022-05-08,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Pune,4,21,0,online
CMP02687,2022-02-07,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Positive,Mumbai,1,30,0,phone
CMP02688,2022-12-23,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Bengaluru,1,43,0,online
CMP02689,2023-08-12,Garbage not collected for 14 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Critical/Urgent,Bengaluru,5,8,1,phone
CMP02690,2023-01-09,Metro station lift not working for 12 weeks. Elderly and disabled unable to use.,Transport,Negative,Hyderabad,3,43,1,walk-in
CMP02691,2023-05-14,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Neutral,Hyderabad,2,24,0,walk-in
CMP02692,2023-07-01,We have been submitting water shortage complaints for months but no action has been taken.,Water,Critical/Urgent,Hyderabad,5,5,0,phone
CMP02693,2023-09-19,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Bengaluru,5,2,0,phone
CMP02694,2023-10-13,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Chennai,2,40,0,walk-in
CMP02695,2023-03-29,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Neutral,Mumbai,2,45,0,online
CMP02696,2023-01-08,"Power cut in our area since 23 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Ahmedabad,5,6,0,walk-in
CMP02697,2023-11-17,Government school has no teachers for 18 months. Children sitting idle in class.,Education,Negative,Ahmedabad,3,16,1,app
CMP02698,2022-04-01,Medicines not available at government dispensary for 6 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Delhi,5,3,0,phone
CMP02699,2023-01-22,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Mumbai,5,2,1,phone
CMP02700,2022-09-28,Teacher absent without any substitute for 27 days. No learning happening for children.,Education,Negative,Chennai,4,25,0,phone
CMP02701,2022-04-23,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Mumbai,3,45,0,online
CMP02702,2022-05-28,No electricity for 16 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Bengaluru,4,14,0,phone
CMP02703,2023-05-24,Waste collection vehicle has not come for 18 days. Residents dumping on road.,Sanitation,Negative,Mumbai,4,17,1,phone
CMP02704,2022-07-23,"Power cut in our area since 4 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Hyderabad,5,6,0,online
CMP02705,2023-02-03,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Bengaluru,5,4,0,walk-in
CMP02706,2023-03-08,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Kolkata,3,28,0,phone
CMP02707,2023-05-10,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Ahmedabad,3,42,1,online
CMP02708,2022-10-16,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Ahmedabad,3,36,0,app
CMP02709,2023-11-19,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Critical/Urgent,Delhi,5,7,0,app
CMP02710,2023-08-26,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Mumbai,3,26,0,app
CMP02711,2023-08-06,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Bengaluru,5,10,1,online
CMP02712,2023-12-01,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Bengaluru,4,8,0,app
CMP02713,2023-04-21,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Negative,Bengaluru,4,30,0,phone
CMP02714,2023-10-15,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Critical/Urgent,Ahmedabad,5,3,0,phone
CMP02715,2023-08-09,Garbage not collected for 6 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Neutral,Bengaluru,2,36,1,app
CMP02716,2022-07-23,School has not received textbooks yet. Academic year already 18 months in progress.,Education,Neutral,Pune,2,35,0,app
CMP02717,2022-09-03,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Pune,2,6,1,app
CMP02718,2022-01-27,Speed breakers on Outer Ring Road are unmarked and causing serious accidents at night.,Roads,Negative,Delhi,3,6,0,online
CMP02719,2023-01-12,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Kolkata,4,37,0,phone
CMP02720,2023-12-18,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Bengaluru,4,13,0,app
CMP02721,2023-12-17,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Ahmedabad,4,1,0,online
CMP02722,2022-08-02,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Hyderabad,5,8,1,app
CMP02723,2023-11-15,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Ahmedabad,2,4,0,walk-in
CMP02724,2023-11-24,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Hyderabad,2,6,1,phone
CMP02725,2023-04-08,Our colony has not received clean drinking water since 9 days. This is unacceptable.,Water,Neutral,Pune,2,32,0,app
CMP02726,2023-12-19,There is no water supply in our area for the past 11 days. Residents are suffering badly.,Water,Negative,Kolkata,4,14,0,online
CMP02727,2023-05-11,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Bengaluru,3,30,0,app
CMP02728,2023-05-11,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Negative,Kolkata,3,26,0,walk-in
CMP02729,2022-06-03,Speed breakers on Park Street are unmarked and causing serious accidents at night.,Roads,Negative,Kolkata,4,10,0,walk-in
CMP02730,2022-07-28,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Bengaluru,5,10,0,walk-in
CMP02731,2023-01-24,Metro station lift not working for 25 weeks. Elderly and disabled unable to use.,Transport,Positive,Delhi,1,42,1,online
CMP02732,2023-03-28,A transformer on SV Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Neutral,Kolkata,2,29,0,walk-in
CMP02733,2022-08-17,Our colony has not received clean drinking water since 20 days. This is unacceptable.,Water,Neutral,Kolkata,2,30,0,walk-in
CMP02734,2023-01-02,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Mumbai,5,3,1,phone
CMP02735,2022-06-17,"Power cut in our area since 15 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Hyderabad,5,4,0,online
CMP02736,2022-01-24,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Ahmedabad,4,2,1,app
CMP02737,2023-11-02,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Delhi,5,4,0,walk-in
CMP02738,2022-04-03,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Delhi,2,33,0,phone
CMP02739,2022-09-17,Garbage not collected for 3 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Critical/Urgent,Pune,5,5,1,app
CMP02740,2023-01-06,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Pune,5,5,0,online
CMP02741,2023-01-09,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Pune,3,2,1,walk-in
CMP02742,2022-08-23,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Negative,Delhi,3,11,0,phone
CMP02743,2023-03-01,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Hyderabad,4,38,0,walk-in
CMP02744,2022-09-15,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Delhi,2,20,0,walk-in
CMP02745,2023-03-14,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Bengaluru,3,16,0,phone
CMP02746,2022-03-22,Bus frequency on route 101 reduced drastically. Commuters waiting 17 hours daily.,Transport,Neutral,Bengaluru,2,12,1,app
